NOMBRE,DIRECCION,CIUDAD,PROVINCIA,LATITUD,LONGITUD,COMENTARIO,HORARIO,TELEFONO,BOCADILLOS_BEBIDAS_CALIENTES,COMIDA_PREPARADA,DUCHAS
CRED AREA 280 ZARAGOZA,"CR A-2 P.K. 280,10 D",Calatorao,Zaragoza,41.5165,-1.288111,,ABIERTO 24h.,976813599,SI,SI,SI
"HERMANOS OTAL ROMEO,S.C.","AV GOYA, 10",Erla,Zaragoza,42.11436338,-0.94792191,,De Lunes a Sábado de 07:00 a 21:00 horas; Domingo de 09:00 a 21:00 horas,976694007,SI,,
CRED GALLUR M.I.,"AU A-68 P.K. 254,00 I",Gallur,Zaragoza,41.8345796,-1.32018992,,De Lunes a Domingo de 07:00 a 23:00 horas,976864882,SI,SI,
CRED GALLUR M.D.,"AU A-68 P.K. 254,00 D",Gallur,Zaragoza,41.83283693,-1.31939599,,De Lunes a Domingo de 07:00 a 23:00 horas,976864525,SI,SI,
E.S. N.SRA.DEL OLIVAR,"CR A-222 P.K. 40,80 D",Lecera,Zaragoza,41.20880854,-0.71085027,,De Lunes a Domingo de 07:00 a 22:00 horas,976835034,,,SI
E.S. MARIA DE HUERVA,"CR N-330 P.K. 480,30 D",Maria de Huerva,Zaragoza,41.54001217,-0.99625548,,De Lunes a Domingo de 07:00 a 22:00 horas,976124217,SI,,
CRED MUEL 255,CR A-1101 KM 13 I,Muel,Zaragoza,41.47243369,-1.10136782,,ABIERTO 24h.,976148232,SI,SI,
E.S. LAGUNA SC,"CL FERNANDO EL CATOLICO, 56",Pina de Ebro,Zaragoza,41.49185959,-0.52108733,,De Lunes a Viernes de 07:00 a 21:00 horas; Sábado de 08:00 a 14:00 horas,376165100,SI,,
ES ZOILO RIOS # PINSEQUE,"CR A-68 P.K. 258,20 I",Pinseque,Zaragoza,41.73828797,-1.07642857,,De Lunes a Viernes de 08:00 a 16:00 horas,976656582,,,SI
CRED CASAB.-ARAGÓN,"CR A-2 P.K. 333,80 D",Puebla de Alfinden,Zaragoza,41.64069259,-0.75678312,,ABIERTO 24h.,976107207,SI,SI,SI
CRED CASABLANCA NORTE,"CR A-2 P.K. 333,80 I",Puebla de Alfinden,Zaragoza,41.64069066,-0.75466301,,ABIERTO 24h.,976455570,SI,SI,
CRED SOBRADIEL M.D.,"AU A-68 P.K. 283,00 D",Sobradiel,Zaragoza,41.73031122,-1.03123147,,ABIERTO 24h.,976139108,SI,SI,
CRED SOBRADIEL M.I.,"AU A-68 P.K. 283,00 I",Sobradiel,Zaragoza,41.73210872,-1.03009421,,ABIERTO 24h.,976139080,SI,SI,
ES LAS VENTAS (DIRECCION LOGROÑO),"CTRA. LOGROÑO, KM 10,500",Utebo,Zaragoza,41.69574734,-0.98959052,,ABIERTO 24h.,976770075,,,SI
E.S. ARAGON - ZOILO RIOS,"CR A-68 , P.K. 258,25 D",Villarrapa,Zaragoza,41.74049254,-1.07895354,,De Lunes a Viernes de 06:00 a 20:00 horas; Sábado de 08:00 a 20:00 horas,976792244,SI,SI,SI
E.S. CRED DIAGONAL PLAZA,"CL AVDA DIAGONAL PLAZA ,13",Zaragoza,Zaragoza,41.63581198,-0.99120483,,ABIERTO 24h.,876768833,SI,SI,
CRED MIGUEL SERVET,"CL MIGUEL SERVET,254",Zaragoza,Zaragoza,41.63450497,-0.86179473,,De Lunes a Viernes de 08:00 a 18:00 horas,976494308,SI,SI,
CRED FRAY J. GARCÉS,"CL FRAY JULIAN GARCES, 112",Zaragoza,Zaragoza,41.62541138,-0.88840923,,De Lunes a Viernes de 08:00 a 18:00 horas,976276857,SI,SI,
E.S. CRED ECO ZARAGOZA,"CL AVDA CASABLANCA ,11",Zaragoza,Zaragoza,41.62295657,-0.93915941,,De Lunes a Viernes de 08:00 a 18:00 horas,976939205,SI,SI,
CRED PUERTO VENECIA,CL ISLA MURANO S.N,Zaragoza,Zaragoza,41.60978685,-0.88195654,,De Lunes a Domingo de 07:00 a 23:00 horas,876266963,SI,SI,
E.S. CRED Pº DE LA MINA,"CL PASEO DE LA MINA, 12",Zaragoza,Zaragoza,41.64748549,-0.87742472,,De Lunes a Sábado de 06:00 a 24:00 horas; Festivo de 06:00 a 22:00 horas,976219248,SI,SI,
CRED COMPROMISO DE CASPE,CL 3er CINTURON COMPROM.CASPE,Zaragoza,Zaragoza,41.64502998,-0.85770277,,De Lunes a Viernes de 08:00 a 18:00 horas,976499256,SI,SI,
GPV-CASABLANCA-119,"CL AVENIDA HISPANIDAD, 15",Zaragoza,Zaragoza,41.63338153,-0.90931038,,ABIERTO 24h.,976357625,SI,SI,
E.S. ZOILO RIOS-CISNE,"CR A-2 P.K. 309,00 A",Zaragoza,Zaragoza,41.62531953,-1.01008236,,ABIERTO 24h.,976344300,,,SI
ES ZOILO RIOS # EL CID,"CR A-23 P.K. 506,50 D",Zaragoza,Zaragoza,41.70843413,-0.86266255,,De Lunes a Viernes de 00:00 a 24:00 horas; Sábado de 06:00 a 20:00 horas; Domingo de 08:00 a 24:00 horas,976528837,,,SI
Antequera,"FINCA EL CAMPITO S/N, GTA.CRISTO DE LA VERONICA",Antequera,Málaga,37.0272,-4.57655,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Benalmádena - Carvajal,"ANTIGUA CTRA. N-340 AV. DEL SOL, 18",Benalmadena,Málaga,36.5724,-4.59006,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Benalmádena - Miramar,CTRA. AUTOV. 2ª ROTONDA - ARROYO DE LA MIEL,Benalmadena,Málaga,36.6075,-4.53999,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Benalmadena - Av.Arroyo Hondo,AV. ARROYO HONDO S/N,Benalmadena,Málaga,36.6003,-4.5616,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Fuengirola - Ctra. Mijas,"CTRA. A-387, PK 6,000 MI",Fuengirola,Málaga,36.5563,-4.62696,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Fuengirola,"CL. MALVARROSA, 1 BARRIO LOS PACOS",Fuengirola,Málaga,36.5643,-4.62107,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Huétor Tajar A-92,"AUTOV. A-92, PK 200,000 MD",Huetor-tajar,Granada,37.1798,-4.05935,,CERRADO NOCHES TODO EL AÑO,,Sí,No,Sí
Marbella - Ricardo Soriano,"AV. RICARDO SORIANO, 51",Marbella,Málaga,36.5101,-4.89669,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Málaga - El Viso,"AV. WASHINGTON, 68",Málaga,Málaga,36.7136,-4.48252,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Marbella - Rodeito,"AUTOV. A-7, PK 173,500",Marbella,Málaga,36.4869,-4.96625,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Málaga - El Limonar,"AUTOV. A-7, PK 244,000",Málaga,Málaga,36.7398,-4.39451,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Málaga - Santa Barbara,"CL. TUCIDIDES, 36",Málaga,Málaga,36.6916,-4.46194,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Aldehuela de la Boveda,AUTOV. A62 SALIDA 275,Aldehuela de la Boveda,Salamanca,40.8471,-6.05004,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,Sí
Martin Muñoz de la Dehesa-Arevalo,"AUTOV. A-6, PK 124,100",Martin Muñoz de la Dehesa,Segovia,41.0528,-4.69933,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Medina Del Campo,"AUTOV. A-6, PK 165,000",Medina del Campo,Valladolid,41.355,-4.95885,,ABIERTO 24h. TODO EL AÑO.,,Sí,Sí,Sí
Sarracín - Dir.Burgos N-I,"AUTOV. A-1, PK 227,630 MD",Sarracin,Burgos,42.2458,-3.70345,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Santa Marta Tormes Av.Serna,"AV. DE LA SERNA, 14-16",Santa Marta de Tormes,Salamanca,40.9504,-5.64109,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
El Remedio-Nava,"CTRA. N-634, PK 379,900",El Remedio - Nava,Asturias,43.3731,-5.54658,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Quintana del Puente,"AUTOV. A-62, PK 56,500 MD",Quintana del Puente,Palencia,42.0765,-4.21049,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Borriol,"CTRA. CV-16 PK 4,100",Borriol,Castellón,40.0141,-0.125855,,CERRADO NOCHES TODO EL AÑO,,Sí,No,Sí
Chiva - Palmeras A3 Dir.Madrid,"AUTOV. A-3, PK 334,000",Chiva,Valencia,39.4749,-0.612291,,ABIERTO 24h. TODO EL AÑO.,,Sí,Sí,Sí
Oropesa Del Mar,"AV. PLANA, 3",Oropesa del Mar,Castellón,40.0916,0.13196,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
San Antonio de Benagéber,"CL. UE SECTOR I-1, 12B",San Antonio Benageber,Valencia,39.5556,-0.486969,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Torrent - A7Dir.Castellón,"AUTOV. A-7, PK 346,200 MI",Torrent,Valencia,39.4007,-0.491101,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Torrent - A7Dir.Alicante,"AUTOV. A-7, PK 346,200 MD",Torrent,Valencia,39.4006,-0.493606,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Valencia - Emilio Baró,"CL. EMILIO BARO, 69",Valencia,Valencia,39.4893,-0.360454,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Valencia - Serrería,"CL. SERRERIA, 14",Valencia,Valencia,39.4645,-0.335609,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Villargordo Cabriel - Dir.Valencia A3,"AUTOV. A-3, PK 255,080 MD",Villagordo del Cabriel,Valencia,39.5261,-1.4373,,ABIERTO 24h. TODO EL AÑO.,,Sí,Sí,No
Villargordo Cabriel - Dir.Madrid A3,"AUTOV. A-3, PK 255,270 MI",Villagordo del Cabriel,Valencia,39.5288,-1.43344,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Zaragoza - A2 Dir.Barcelona,"AUTOV. A-2, PK 304,500",Zaragoza,Zaragoza,41.6155,-1.05883,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,Sí
Boadilla - Ventura Rodriguez,"CL. VENTURA RODRIGUEZ, 16",Boadilla del Monte,Madrid,40.3987,-3.891,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Cobeña,"CL. RIO JUCAR, 2",Cobeña,Madrid,40.5613,-3.51334,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Collado Villalba - Carrefour,"CL. RINCÓN DE LAS HERAS, 3",Collado Villalba,Madrid,40.6358,-4.00995,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Majadahonda,"CL. DOCTOR MARIANO ALCARAZ, 1",Majadahonda,Madrid,40.4556,-3.8674,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
S.S.de los Reyes-Jarama,"AUTOV. A-1, PK 26,200",San Sebastian de los Reyes,Madrid,40.6087,-3.57905,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Alcozar,"CTRA. N-122, PK 239,100 MD",Alcozar,Soria,41.5993,-3.35332,,CERRADO NOCHES TODO EL AÑO,,Sí,Sí,No
Fuenlabrada - La Cantueña (Madrid),"POL.IND. LA CANTUEÑA AUTOV. A-42, PK 18,400",Fuenlabrada,Madrid,40.2659,-3.75853,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Badajoz - Av. Portugal,"AV. ADOLFO DIAZ AMBRONA, 60",Badajoz,Badajoz,38.8837,-6.99035,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Calera y Chozas,"AUTOV. A-5, PK 137,300",Calera y Chozas,Toledo,39.9177,-5.05865,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Puerto Lápice - Dir.Madrid A4,"AUTOV. A-4, PK 140,500 MD",Puerto Lapice,Ciudad Real,39.2876,-3.45662,,CERRADO NOCHES TODO EL AÑO,,No,No,Sí
Puerto Lápice - Dir.Cadiz A4,"AUTOV. A-4, PK 140,500 MI",Puerto Lapice,Ciudad Real,39.2883,-3.45431,,ABIERTO 24h. TODO EL AÑO.,,No,No,Sí
Rosal de La Frontera,"CTRA. N-433, PK 154,200",Rosal de la Frontera,Huelva,37.963,-7.23914,,ABIERTO 24h. TODO EL AÑO.,,No,No,Sí
Tembleque,"AUTOV. A-4, PK 99,500",Tembleque,Toledo,39.6362,-3.51743,,ABIERTO 24h. TODO EL AÑO.,,Sí,Sí,No
Valdepeñas,"AUTOV. A-4, PK 210,000",Valdepeñas,Ciudad Real,38.688,-3.43734,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,Sí
Peraleda de la Mata - A5 Dir. Badajoz,"AUTOV. A-5 MADRID-BADAJOZ, PK. 171",Peraleda de la Mata,Cáceres,39.892,-5.42829,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,Sí
Fontellas - Dir.Zaragoza N232,"AUTOVIA A-68 (ANTIGUA N-232) PK 99,820 MD",Fontellas,Navarra,42.0235,-1.58024,,CERRADO NOCHES TODO EL AÑO,,No,No,Sí
Hondarribia,"CL. GABARRARI, 22",Hondarribia,Guipúzcoa,43.3563,-1.79444,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Lasarte,AV. DEL HIPODROMO S/N,Lasarte,Guipúzcoa,43.2542,-2.02275,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,Sí
Noaín,POL.IND. TALLUNTXE II CL. N32 MANZANA 7,Tajonar,Navarra,42.7744,-1.63331,,ABIERTO 24h. TODO EL AÑO.,,No,No,Sí
Santander - C/ Repuente,"CL. REPUENTE, 30",Santander,Cantabria,43.4648,-3.83395,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Ziordia,"AUTOV. A-1, PK 392,000",Ziordia,Navarra,42.8648,-2.23564,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,Sí
Barakaldo,"CTRA. N-634, PK 120,000",Barakaldo,Vizcaya,43.2887,-3.00966,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Salvatierra,"CL. FUEROS, 2 - ANTIGUA N-1, PK 375,000",Salvatierra,Álava,42.849,-2.39468,,CERRADO NOCHES TODO EL AÑO,,Sí,Sí,No
Castillo de Garcimuñoz,"AUTOV. A-3, PK 159,500",Castillo de Garcimuñoz,Cuenca,39.6517,-2.35281,,ABIERTO 24h. TODO EL AÑO.,,No,No,Sí
Fuenlabrada - Av.Hispanidad,"POL.IND. EL PALOMO AV. HISPANIDAD, 52",Fuenlabrada,Madrid,40.2816,-3.77062,,ABIERTO 24h. TODO EL AÑO.,,Sí,Sí,No
Madrid - Argentina,"AV. DE LOS POBLADOS, 83",Madrid,Madrid,40.3736,-3.74343,,CERRADO NOCHES TODO EL AÑO,,Sí,Sí,No
Madrid - Sanchinarro,"AV. NICETO ALCALA ZAMORA, 20",Madrid,Madrid,40.494,-3.64822,,ABIERTO 24h. TODO EL AÑO.,,Sí,Sí,No
Madrid - Sinesio Delgado,"CL. SINESIO DELGADO, 110",Madrid,Madrid,40.4737,-3.70147,,ABIERTO 24h. TODO EL AÑO.,,Sí,Sí,No
Madrid - Vallecas,"AV. MAYORAZGO, 20",Madrid,Madrid,40.369,-3.63104,,CERRADO NOCHES TODO EL AÑO,,Sí,Sí,No
Perales De Tajuña,"CTRA. N-III, PK 41,000 MD",Perales de Tajuña,Madrid,40.2237,-3.33455,,ABIERTO 24h. TODO EL AÑO.,,Sí,Sí,No
Parla,"POL.IND. GARCIA RIVERA CL. BUENAVISTA, 2",Parla,Madrid,40.2515,-3.76425,,CERRADO NOCHES TODO EL AÑO,,Sí,Sí,No
Pinto - Eboli Dir.Arganda M506,"CTRA. M-506, PK 26,000",Pinto,Madrid,40.2364,-3.70531,,CERRADO NOCHES TODO EL AÑO,,Sí,Sí,No
Pinto - Eboli Dir.Fuenlabrada M506,"CTRA. M-506, PK 24,000",Pinto,Madrid,40.2553,-3.72724,,CERRADO NOCHES TODO EL AÑO,,Sí,Sí,No
Valdemoro - Los Olivos,"AV. DE ESPAÑA, 103",Valdemoro,Madrid,40.1855,-3.6928,,ABIERTO 24h. TODO EL AÑO.,,Sí,Sí,No
Estepona,"AUTOV. A-7, PK 154,500",Estepona,Málaga,36.4342,-5.16069,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Jerez - Av. Arcos Frontera-La Marquesa,AV. DE ARCOS CL. V CL. LAGUNA,Jerez de la Frontera,Cádiz,36.6943,-6.10082,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Jerez - Area Sur,"CTRA. N-IV, PK 639,500",Jerez de la Frontera,Cádiz,36.6877,-6.15472,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Jerez - A-381,"AUTOV. A-381, PK 17,000",Jerez de la Frontera,Cádiz,36.5247,-5.98189,,ABIERTO 24h. TODO EL AÑO.,,No,No,Sí
Mazagon,"CTRA. A-494, PK 24,500",Mazagon,Huelva,37.1388,-6.82296,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Cordoba,AV. FUENTE DE LA SALUD S/N,Córdoba,Córdoba,37.9016,-4.77227,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Bollullos,"POL. IND.B.O AV. BORMUJOS, 1-3",Bollullos de la Mitacion,Sevilla,37.3504,-6.13821,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Agost - AP7 Dir.Murcia,"AUTOV. AP-7, PK 696,000 MI",Agost,Alicante,38.4066,-0.599971,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Agost - AP7 Dir.Valencia,"AUTOV. AP-7, PK 696,000 MD",Agost,Alicante,38.4088,-0.599395,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Alfaz del Pí,"CAMINO VIEJO DE ALTEA, PK 2,000",L'albir,Alicante,38.5678,-0.0829972,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Benidorm - Av.Villajoyosa,"AV. VILLAJOYOSA, 44",Benidorm,Alicante,38.533,-0.166074,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Benidorm - Dir.Alicante N332,"CTRA. N-332, PK 124,500",Benidorm,Alicante,38.558,-0.101893,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Benidorm - Dir.Valencia N332,"CTRA. N-332, PK 124,500",Benidorm,Alicante,38.5578,-0.101484,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Elche - A7Dir. Alicante,"AUTOV. A-70, PK 25,000 MI",Elche,Alicante,38.308,-0.606568,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Elche - Av. Libertad,"AV. CREVILLENTE, 5",Elche,Alicante,38.2603,-0.718009,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
La Nucía,"AV. MARINA BAIXA, 128",La Nucia,Alicante,38.6031,-0.129731,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Mazarrón - Camposol,"URB. CAMPOSOL SECTOR B, AV. COVACHOS, S/N",Mazarrón,Murcia,37.6771,-1.34,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Murcia - Ronda Sur El Infante,POL.IND. INFANTE RONDA SUR,Murcia,Murcia,37.9798,-1.11378,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Murcia - Ctra. del Palmar,"CTRA. DE EL PALMAR, N 69",Murcia,Murcia,37.9717,-1.13685,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Rojales - Ciudad Quesada,"AV. NACIONES, 1 ESQ. CL. ARCOS",Rojales,Alicante,38.0631,-0.728758,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Yecla,"CTRA. RM 425, PK 64,900",Yecla,Murcia,38.6148,-1.10271,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Alcalá Henares - A2 Dir.Barcelona,"AUTOV. A-2, PK 29,000 DIR BARCELONA. MI",Alcalá de Henares,Madrid,40.4943,-3.38776,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,Sí
Alcalá Henares - A2 Dir.Madrid,"AUTOV. A-2, PK 29,000 DIR MADRID. MD",Alcalá de Henares,Madrid,40.4932,-3.38638,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,Sí
Alcobendas - Av.Marq.Valdavia,"CL. MARQUES DE VALDAVIA, 169",Alcobendas,Madrid,40.5483,-3.66206,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Alcalá Henares - C/Villamalea,"CL. VILLAMALEA, 2",Alcalá de Henares,Madrid,40.5077,-3.35269,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Alcalá Henares - Via Complutense,"CL. VIA COMPLUTENSE,1 ESQ CL. AVILA",Alcalá de Henares,Madrid,40.494,-3.34866,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Arcos de Jalon,"AUTOV. A-2, PK 167,000",Arcos de Jalon,Soria,41.217,-2.29127,,ABIERTO 24h. TODO EL AÑO.,,No,No,Sí
Bellreguard,"AV. ALACANT, 143",Bellreguard,Valencia,38.9494,-0.165143,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Carlet - La Reina,"AUTOV. A-7, PK 369,500",Carlet,Valencia,39.2274,-0.487635,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Mislata,"CTRA. CV-403, PLAN PARCIAL LES VIÑES",Mislata,Valencia,39.4692,-0.433165,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Valencia - General Avilés,"AV. GENERAL AVILES, 92",Valencia,Valencia,39.4817,-0.406471,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Xirivella,"AV. RAJOLAR, 4",Xirivella,Valencia,39.4637,-0.44012,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Meis,"VR. AU. G-41, PK 5,580",San Matin - Meis,Pontevedra,42.4986,-8.74499,,ABIERTO 24h. TODO EL AÑO.,,No,No,Sí
Salnes,"AUTOV. AP-9, PK 114,000",Portas,Pontevedra,42.5625,-8.67207,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Silleda,"AUTOV. AP-53, PK 27,000",Silleda,Pontevedra,42.7163,-8.30127,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Vigo - Lavadores,"CL. ALCALDE LAVADORES, 32",Vigo,Pontevedra,42.2231,-8.69797,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Lalin - Bendoiro,"CTRA. N-525, PK 296,200",Lalin-bendoiro,Pontevedra,42.6827,-8.16806,,CERRADO NOCHES TODO EL AÑO,,Sí,Sí,No
Mayorga,"CTRA. N-601, KM. 269,000",Mayorga,Valladolid,42.1606,-5.26776,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Jonquera - Norte,"AUTOP. AP-7, PK 7,000",La Jonquera,Gerona,42.4054,2.8746,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,Sí
Gironès Sur,"AUTOP. AP-7, PK 70,500 MD",Riudellots de la Selva,Gerona,41.9057,2.77167,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,Sí
Gironès Norte,"AUTOP. AP-7, PK 70,500 MI",Aiguaviva,Gerona,41.9072,2.77348,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,Sí
Castelldefells - Canal Olimpico,"AV. CANAL OLIMPICO, 21",Castelldefels,Barcelona,41.2817,1.98636,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Fraga - Dir.Barcelona N-II,"CTRA. N-II, PK 422,400 MD",Fraga,Huesca,41.5197,0.205797,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Fraga - Dir.Madrid N-II,"CTRA. N-II, PK 422,400 MI",Fraga,Huesca,41.5203,0.205812,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Jonquera - Centro,"CTRA. N-II, PK 774,800",La Jonquera,Gerona,42.4169,2.87201,,CERRADO NOCHES TODO EL AÑO,,Sí,No,Sí
Jonquera - Tramuntana,"CTRA. N-II, PK 774,000",La Jonquera,Gerona,42.4104,2.87623,,ABIERTO 24h. TODO EL AÑO.,,Sí,Sí,Sí
Jonquera - AS24,"CTRA. N-II, PK 772,500",La Jonquera,Gerona,42.3978,2.88042,,ABIERTO 24h. TODO EL AÑO.,,Sí,Sí,No
Montseny Norte,"AUTOP. AP-7, PK 117,000 MD",Llinars del Valles,Barcelona,41.6478,2.42566,,ABIERTO 24h. TODO EL AÑO.,,Sí,Sí,Sí
Lleida,"CTRA. N-240, PK 100,000",Lleida,Lérida,41.6454,0.566212,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Maresme Sur,"AUTOP. C-32, PK 89,000",Teia,Barcelona,41.4931,2.33403,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Montcada Norte,"AUTOP. C-33, PK 82,500",Montcada I Reixac,Barcelona,41.4952,2.19142,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Montseny Sur,"AUTOP. AP-7, PK 117,000 MI",Llinars del Valles,Barcelona,41.6468,2.42555,,ABIERTO 24h. TODO EL AÑO.,,Sí,Sí,Sí
Molins de Rei,"AUTOV. B-23, PK 8,500",Molins de Rei,Barcelona,41.3921,2.02411,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Santa Llogaia D'Alguema,"AV. D'ALGUEMA, 2",Santa Llogaia D'alguema,Gerona,42.2298,2.95583,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Vallirana,"CTRA. N-340, PK 1,234,500",Vallirana,Barcelona,41.3796,1.91969,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Borrassa,"CTRA. N-II, PK 747,000",Borrassa,Gerona,42.2153,2.94776,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Viladecans - Av.de Gavà,"AV. DE GAVA, 23",Viladecans,Barcelona,41.3121,2.01577,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Porta de Barcelona Sur,"AUTOP. AP-7, PK 165,500",Castellbisbal,Barcelona,41.468,1.9778,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,Sí
Penedès Norte,"AUTOP. AP-7, PK 208,000",L'arboç del Penedès,Tarragona,41.289,1.59354,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,Sí
Medol Norte,"AUTOP. AP-7, PK 237,000",Tarragona,Tarragona,41.1409,1.34752,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,Sí
Barcelona - Z.Franca-Plaza Cerdá,"PS. ZONA FRANCA, 221",Barcelona,Barcelona,41.363,2.13641,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Cornellá - C/Progrés,"CL. PROGRESO ESQ. CL. ALBERT EINSTEIN, PI. ALMEDA",Cornellá de Llobregat,Barcelona,41.3481,2.08191,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
El Bruc,"AUTOV. A-2, PK 573,000",El Bruc,Barcelona,41.5679,1.80173,,CERRADO NOCHES TODO EL AÑO,,No,No,Sí
L´Ampolla - Dir.Barcelona-N-340,"CTRA. N-340, PK 1.100,730 MD",L'ampolla,Tarragona,40.8376,0.711463,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Palma de Mallorca - Manuel Azaña,"CL. MANUEL AZAÑA, 5",Palma de Mallorca,Baleares,39.5652,2.66336,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Reus - C/Racasens i Mercadé,"CL. RACASENS I MERCADE, 79",Reus,Tarragona,41.1524,1.0841,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
