Fecha,Cod_Provincia,Provincia,TOTAL_CAMAS,OCUPADAS_COVID19,OCUPADAS_NO_COVID19,% Pacientes COVID-19,% Pacientes no COVID-19,media_7d_ocupadas_covid,POR_OCUPADAS_TOTAL,media_7d_ocupadas_total
2020-08-02,11,Cádiz,214,1,54,0.47,25.23,0.0,12.01,12.0
2020-08-02,12,Castellón/Castelló,70,0,34,0.0,48.57,0.0,69.39,65.0
2020-08-02,13,Ciudad Real,80,3,29,3.75,36.25,4.0,50.0,52.0
2020-08-02,14,Córdoba,153,3,40,1.96,26.14,2.0,18.37,18.0
2020-08-02,15,"Coruña, A",320,1,85,0.31,26.56,0.0,8.4,8.0
2020-08-02,16,Cuenca,41,0,8,0.0,19.51,0.0,47.59,45.0
2020-08-02,17,Girona,44,12,23,27.27,52.27,25.0,180.77,178.0
2020-08-02,18,Granada,170,1,71,0.59,41.76,1.0,24.91,24.0
2020-08-02,19,Guadalajara,44,1,10,2.27,22.73,2.0,56.82,49.0
2020-08-02,2,Albacete,70,5,40,7.14,57.14,7.0,91.83,86.0
2020-08-02,20,Gipuzkoa,85,1,41,1.18,48.24,1.0,58.14,53.0
2020-08-02,21,Huelva,86,0,22,0.0,25.58,0.0,29.74,29.0
2020-08-02,22,Huesca,25,7,6,28.0,24.0,26.0,208.0,192.0
2020-08-02,23,Jaén,131,1,30,0.76,22.9,2.0,18.06,17.0
2020-08-02,24,León,65,1,21,1.54,32.31,1.0,52.08,58.0
2020-08-02,25,Lleida,54,17,20,31.48,37.04,34.0,126.89,136.0
2020-08-02,26,"Rioja, La",43,0,15,0.0,34.88,0.0,81.12,81.0
2020-08-02,27,Lugo,94,0,21,0.0,22.34,0.0,23.77,24.0
2020-08-02,28,Madrid,1010,38,399,3.76,39.5,4.0,4.28,4.0
2020-08-02,29,Málaga,333,1,75,0.3,22.52,0.0,6.85,8.0
2020-08-02,3,Alicante/Alacant,353,11,110,3.12,31.16,3.0,9.71,10.0
2020-08-02,30,Murcia,431,13,96,3.02,22.27,2.0,5.87,6.0
2020-08-02,31,Navarra,110,3,38,2.73,34.55,2.0,33.89,38.0
2020-08-02,32,Ourense,32,0,1,0.0,3.12,0.0,9.75,25.0
2020-08-02,33,Asturias,254,5,46,1.97,18.11,2.0,7.91,8.0
2020-08-02,34,Palencia,16,0,11,0.0,68.75,0.0,429.69,430.0
2020-08-02,35,"Palmas, Las",261,0,95,0.0,36.4,0.0,13.95,14.0
2020-08-02,36,Pontevedra,226,1,50,0.44,22.12,0.0,9.98,12.0
2020-08-02,37,Salamanca,39,1,17,2.56,43.59,1.0,118.33,118.0
2020-08-02,38,Santa Cruz de Tenerife,194,1,87,0.52,44.85,1.0,23.39,23.0
2020-08-02,39,Cantabria,115,0,41,0.0,35.65,0.0,31.0,34.0
2020-08-02,4,Almería,126,6,27,4.76,21.43,4.0,20.79,17.0
2020-08-02,40,Segovia,22,0,4,0.0,18.18,0.0,82.64,83.0
2020-08-02,41,Sevilla,316,1,120,0.32,37.97,0.0,12.12,12.0
2020-08-02,42,Soria,16,1,5,6.25,31.25,6.0,234.38,156.0
2020-08-02,43,Tarragona,90,7,42,7.78,46.67,8.0,60.5,59.0
2020-08-02,44,Teruel,8,0,3,0.0,37.5,0.0,468.75,469.0
2020-08-02,45,Toledo,86,4,36,4.65,41.86,3.0,54.08,53.0
2020-08-02,46,Valencia/València,575,7,159,1.22,27.65,1.0,5.02,5.0
2020-08-02,47,Valladolid,87,2,48,2.3,55.17,2.0,66.06,64.0
2020-08-02,48,Bizkaia,166,6,71,3.61,42.77,3.0,27.94,29.0
2020-08-02,49,Zamora,17,0,6,0.0,35.29,0.0,207.59,190.0
2020-08-02,5,Ávila,15,0,2,0.0,13.33,0.0,88.87,89.0
2020-08-02,50,Zaragoza,165,32,53,19.39,32.12,18.0,31.22,32.0
2020-08-02,51,Ceuta,17,0,1,0.0,5.88,0.0,34.59,52.0
2020-08-02,52,Melilla,12,0,4,0.0,33.33,0.0,277.75,243.0
2020-08-02,6,Badajoz,141,4,35,2.84,24.82,3.0,19.62,21.0
2020-08-02,7,"Balears, Illes",262,7,98,2.67,37.4,3.0,15.29,14.0
2020-08-02,8,Barcelona,847,75,420,8.85,49.59,8.0,6.9,7.0
2020-08-02,9,Burgos,49,1,14,2.04,28.57,2.0,62.47,62.0
2020-08-03,1,Araba/Álava,60,4,25,6.67,41.67,3.0,80.57,72.0
2020-08-03,10,Cáceres,66,0,26,0.0,39.39,0.0,59.68,52.0
2020-08-03,11,Cádiz,214,2,58,0.93,27.1,0.0,13.1,12.0
2020-08-03,12,Castellón/Castelló,70,0,27,0.0,38.57,0.0,55.1,62.0
2020-08-03,13,Ciudad Real,80,3,28,3.75,35.0,4.0,48.44,51.0
2020-08-03,14,Córdoba,153,2,49,1.31,32.03,2.0,21.79,19.0
2020-08-03,15,"Coruña, A",320,1,78,0.31,24.38,0.0,7.72,8.0
2020-08-03,16,Cuenca,41,0,6,0.0,14.63,0.0,35.68,42.0
2020-08-03,17,Girona,44,11,24,25.0,54.55,25.0,180.8,179.0
2020-08-03,18,Granada,170,1,71,0.59,41.76,1.0,24.91,24.0
2020-08-03,19,Guadalajara,44,1,9,2.27,20.45,2.0,51.64,50.0
2020-08-03,2,Albacete,68,5,42,7.35,61.76,7.0,101.63,91.0
2020-08-03,20,Gipuzkoa,85,1,43,1.18,50.59,1.0,60.91,55.0
2020-08-03,21,Huelva,76,0,21,0.0,27.63,0.0,36.36,32.0
2020-08-03,22,Huesca,25,7,5,28.0,20.0,27.0,192.0,192.0
2020-08-03,23,Jaén,131,2,30,1.53,22.9,2.0,18.65,18.0
2020-08-03,24,León,65,1,39,1.54,60.0,1.0,94.68,70.0
2020-08-03,25,Lleida,53,17,18,32.08,33.96,33.0,124.6,132.0
2020-08-03,26,"Rioja, La",43,0,14,0.0,32.56,0.0,75.72,79.0
2020-08-03,27,Lugo,94,0,26,0.0,27.66,0.0,29.43,26.0
2020-08-03,28,Madrid,1019,40,429,3.93,42.1,4.0,4.52,4.0
2020-08-03,29,Málaga,333,1,82,0.3,24.62,0.0,7.48,8.0
2020-08-03,3,Alicante/Alacant,353,10,138,2.83,39.09,3.0,11.88,11.0
2020-08-03,30,Murcia,431,9,113,2.09,26.22,2.0,6.57,6.0
2020-08-03,31,Navarra,110,3,44,2.73,40.0,2.0,38.85,38.0
2020-08-03,32,Ourense,32,0,1,0.0,3.12,0.0,9.75,20.0
2020-08-03,33,Asturias,254,3,53,1.18,20.87,2.0,8.68,8.0
2020-08-03,34,Palencia,16,0,11,0.0,68.75,0.0,429.69,430.0
2020-08-03,35,"Palmas, Las",261,0,120,0.0,45.98,0.0,17.62,15.0
2020-08-03,36,Pontevedra,226,1,65,0.44,28.76,0.0,12.92,12.0
2020-08-03,37,Salamanca,39,1,18,2.56,46.15,2.0,124.9,121.0
2020-08-03,38,Santa Cruz de Tenerife,194,1,96,0.52,49.48,1.0,25.77,24.0
2020-08-03,39,Cantabria,115,1,42,0.87,36.52,0.0,32.51,34.0
2020-08-03,4,Almería,126,8,30,6.35,23.81,5.0,23.94,19.0
2020-08-03,40,Segovia,22,0,8,0.0,36.36,0.0,165.27,110.0
2020-08-03,41,Sevilla,343,1,144,0.29,41.98,0.0,12.32,12.0
2020-08-03,42,Soria,16,1,3,6.25,18.75,6.0,156.25,156.0
2020-08-03,43,Tarragona,105,7,45,6.67,42.86,8.0,47.17,55.0
2020-08-03,44,Teruel,8,0,2,0.0,25.0,0.0,312.5,417.0
2020-08-03,45,Toledo,86,3,33,3.49,38.37,3.0,48.67,51.0
2020-08-03,46,Valencia/València,565,8,169,1.42,29.91,1.0,5.55,5.0
2020-08-03,47,Valladolid,81,2,44,2.47,54.32,2.0,70.11,66.0
2020-08-03,48,Bizkaia,164,6,71,3.66,43.29,3.0,28.63,29.0
2020-08-03,49,Zamora,17,0,7,0.0,41.18,0.0,242.24,208.0
2020-08-03,5,Ávila,15,0,3,0.0,20.0,0.0,133.33,104.0
2020-08-03,50,Zaragoza,165,33,59,20.0,35.76,19.0,33.79,33.0
2020-08-03,51,Ceuta,17,0,1,0.0,5.88,0.0,34.59,46.0
2020-08-03,52,Melilla,12,0,3,0.0,25.0,0.0,208.33,231.0
2020-08-03,6,Badajoz,141,4,34,2.84,24.11,3.0,19.11,20.0
2020-08-03,7,"Balears, Illes",264,7,101,2.65,38.26,3.0,15.5,15.0
2020-08-03,8,Barcelona,849,84,427,9.89,50.29,9.0,7.09,7.0
2020-08-03,9,Burgos,49,1,20,2.04,40.82,2.0,87.47,71.0
2020-08-04,1,Araba/Álava,60,4,25,6.67,41.67,4.0,80.57,74.0
2020-08-04,10,Cáceres,66,0,25,0.0,37.88,0.0,57.39,53.0
2020-08-04,11,Cádiz,214,2,47,0.93,21.96,1.0,10.7,12.0
2020-08-04,12,Castellón/Castelló,70,0,28,0.0,40.0,0.0,57.14,61.0
2020-08-04,13,Ciudad Real,80,3,28,3.75,35.0,4.0,48.44,50.0
2020-08-04,14,Córdoba,153,3,48,1.96,31.37,2.0,21.78,20.0
2020-08-04,15,"Coruña, A",320,1,91,0.31,28.44,0.0,8.98,8.0
2020-08-04,16,Cuenca,41,0,5,0.0,12.2,0.0,29.76,39.0
2020-08-04,17,Girona,44,9,28,20.45,63.64,24.0,191.11,182.0
2020-08-04,18,Granada,169,1,73,0.59,43.2,1.0,25.91,24.0
2020-08-04,19,Guadalajara,44,1,7,2.27,15.91,2.0,41.32,48.0
2020-08-04,2,Albacete,68,6,41,8.82,60.29,8.0,101.63,94.0
2020-08-04,20,Gipuzkoa,85,1,40,1.18,47.06,1.0,56.75,56.0
2020-08-04,21,Huelva,76,0,22,0.0,28.95,0.0,38.09,33.0
2020-08-04,22,Huesca,25,5,5,20.0,20.0,25.0,160.0,184.0
2020-08-04,23,Jaén,131,1,26,0.76,19.85,1.0,15.73,17.0
2020-08-04,24,León,65,1,33,1.54,50.77,1.0,80.48,73.0
2020-08-04,25,Lleida,53,17,19,32.08,35.85,33.0,128.17,131.0
2020-08-04,26,"Rioja, La",43,0,17,0.0,39.53,0.0,91.93,82.0
2020-08-04,27,Lugo,94,0,25,0.0,26.6,0.0,28.3,26.0
2020-08-04,28,Madrid,1021,45,443,4.41,43.39,4.0,4.68,4.0
2020-08-04,29,Málaga,333,1,88,0.3,26.43,0.0,8.03,8.0
2020-08-04,3,Alicante/Alacant,350,8,135,2.29,38.57,3.0,11.67,11.0
2020-08-04,30,Murcia,431,17,105,3.94,24.36,3.0,6.57,6.0
2020-08-04,31,Navarra,110,3,41,2.73,37.27,2.0,36.36,38.0
2020-08-04,32,Ourense,84,0,23,0.0,27.38,0.0,32.6,23.0
2020-08-04,33,Asturias,254,4,48,1.57,18.9,2.0,8.06,8.0
2020-08-04,34,Palencia,16,0,11,0.0,68.75,0.0,429.69,430.0
2020-08-04,35,"Palmas, Las",261,1,108,0.38,41.38,0.0,16.0,15.0
2020-08-04,36,Pontevedra,226,2,74,0.88,32.74,1.0,14.88,13.0
2020-08-04,37,Salamanca,39,1,18,2.56,46.15,2.0,124.9,122.0
2020-08-04,38,Santa Cruz de Tenerife,194,1,92,0.52,47.42,1.0,24.71,24.0
2020-08-04,39,Cantabria,115,1,43,0.87,37.39,0.0,33.27,33.0
2020-08-04,4,Almería,126,10,29,7.94,23.02,6.0,24.57,20.0
2020-08-04,40,Segovia,22,0,6,0.0,27.27,0.0,123.95,114.0
2020-08-04,41,Sevilla,343,1,136,0.29,39.65,0.0,11.64,12.0
2020-08-04,42,Soria,16,0,3,0.0,18.75,5.0,117.19,146.0
2020-08-04,43,Tarragona,99,8,43,8.08,43.43,8.0,52.03,54.0
2020-08-04,44,Teruel,8,0,1,0.0,12.5,0.0,156.25,352.0
2020-08-04,45,Toledo,86,2,35,2.33,40.7,3.0,50.03,51.0
2020-08-04,46,Valencia/València,565,8,182,1.42,32.21,1.0,5.95,5.0
2020-08-04,47,Valladolid,81,3,40,3.7,49.38,3.0,65.53,66.0
2020-08-04,48,Bizkaia,155,7,78,4.52,50.32,4.0,35.38,31.0
2020-08-04,49,Zamora,17,0,6,0.0,35.29,0.0,207.59,208.0
2020-08-04,5,Ávila,15,0,5,0.0,33.33,0.0,222.2,133.0
2020-08-04,50,Zaragoza,169,37,64,21.89,37.87,19.0,35.36,33.0
2020-08-04,51,Ceuta,17,0,2,0.0,11.76,0.0,69.18,52.0
2020-08-04,52,Melilla,12,0,4,0.0,33.33,0.0,277.75,243.0
2020-08-04,6,Badajoz,138,4,31,2.9,22.46,3.0,18.38,20.0
2020-08-04,7,"Balears, Illes",264,7,103,2.65,39.02,3.0,15.78,15.0
2020-08-04,8,Barcelona,848,84,440,9.91,51.89,9.0,7.29,7.0
2020-08-04,9,Burgos,49,1,20,2.04,40.82,2.0,87.47,75.0
2020-08-05,1,Araba/Álava,56,2,22,3.57,39.29,4.0,76.54,75.0
2020-08-05,10,Cáceres,66,0,18,0.0,27.27,0.0,41.32,51.0
2020-08-05,11,Cádiz,214,2,50,0.93,23.36,1.0,11.35,12.0
2020-08-05,12,Castellón/Castelló,70,0,33,0.0,47.14,0.0,67.34,62.0
2020-08-05,13,Ciudad Real,79,3,29,3.8,36.71,4.0,51.28,51.0
2020-08-05,14,Córdoba,153,2,47,1.31,30.72,2.0,20.93,20.0
2020-08-05,15,"Coruña, A",320,1,87,0.31,27.19,0.0,8.59,8.0
2020-08-05,16,Cuenca,41,0,3,0.0,7.32,0.0,17.85,35.0
2020-08-05,17,Girona,44,9,26,20.45,59.09,23.0,180.77,182.0
2020-08-05,18,Granada,170,1,73,0.59,42.94,1.0,25.61,25.0
2020-08-05,19,Guadalajara,44,0,9,0.0,20.45,2.0,46.48,48.0
2020-08-05,2,Albacete,68,5,37,7.35,54.41,8.0,90.82,93.0
2020-08-05,20,Gipuzkoa,85,0,41,0.0,48.24,1.0,56.75,56.0
2020-08-05,21,Huelva,76,2,23,2.63,30.26,1.0,43.28,35.0
2020-08-05,22,Huesca,25,5,6,20.0,24.0,24.0,176.0,182.0
2020-08-05,23,Jaén,131,1,30,0.76,22.9,1.0,18.06,17.0
2020-08-05,24,León,65,1,30,1.54,46.15,1.0,73.37,73.0
2020-08-05,25,Lleida,53,14,20,26.42,37.74,32.0,121.06,129.0
2020-08-05,26,"Rioja, La",43,0,16,0.0,37.21,0.0,86.53,83.0
2020-08-05,27,Lugo,94,0,25,0.0,26.6,0.0,28.3,27.0
2020-08-05,28,Madrid,1021,44,442,4.31,43.29,4.0,4.66,4.0
2020-08-05,29,Málaga,330,1,98,0.3,29.7,0.0,9.09,8.0
2020-08-05,3,Alicante/Alacant,353,10,129,2.83,36.54,3.0,11.15,11.0
2020-08-05,30,Murcia,431,15,111,3.48,25.75,3.0,6.78,6.0
2020-08-05,31,Navarra,110,3,39,2.73,35.45,2.0,34.71,37.0
2020-08-05,32,Ourense,84,0,20,0.0,23.81,0.0,28.35,24.0
2020-08-05,33,Asturias,254,4,47,1.57,18.5,2.0,7.9,8.0
2020-08-05,34,Palencia,16,0,11,0.0,68.75,0.0,429.69,430.0
2020-08-05,35,"Palmas, Las",261,1,116,0.38,44.44,0.0,17.17,16.0
2020-08-05,36,Pontevedra,226,1,64,0.44,28.32,1.0,12.73,13.0
2020-08-05,37,Salamanca,39,1,16,2.56,41.03,2.0,111.77,120.0
2020-08-05,38,Santa Cruz de Tenerife,195,4,90,2.05,46.15,1.0,24.72,24.0
2020-08-05,39,Cantabria,115,1,37,0.87,32.17,1.0,28.73,33.0
2020-08-05,4,Almería,126,10,23,7.94,18.25,6.0,20.79,21.0
2020-08-05,40,Segovia,22,0,10,0.0,45.45,0.0,206.59,132.0
2020-08-05,41,Sevilla,343,1,136,0.29,39.65,0.0,11.64,12.0
2020-08-05,42,Soria,16,0,5,0.0,31.25,4.0,195.31,156.0
2020-08-05,43,Tarragona,105,8,41,7.62,39.05,8.0,44.45,52.0
2020-08-05,44,Teruel,8,0,4,0.0,50.0,0.0,625.0,406.0
2020-08-05,45,Toledo,86,2,37,2.33,43.02,3.0,52.73,51.0
2020-08-05,46,Valencia/València,565,10,171,1.77,30.27,1.0,5.67,6.0
2020-08-05,47,Valladolid,81,3,37,3.7,45.68,3.0,60.96,65.0
2020-08-05,48,Bizkaia,153,7,83,4.58,54.25,4.0,38.45,32.0
2020-08-05,49,Zamora,17,0,7,0.0,41.18,0.0,242.24,215.0
2020-08-05,5,Ávila,15,0,3,0.0,20.0,0.0,133.33,133.0
2020-08-05,50,Zaragoza,169,37,62,21.89,36.69,20.0,34.66,34.0
2020-08-05,51,Ceuta,17,0,3,0.0,17.65,0.0,103.82,62.0
2020-08-05,52,Melilla,12,0,3,0.0,25.0,0.0,208.33,236.0
2020-08-05,6,Badajoz,141,4,38,2.84,26.95,3.0,21.13,20.0
2020-08-05,7,"Balears, Illes",264,9,96,3.41,36.36,3.0,15.06,15.0
2020-08-05,8,Barcelona,841,82,431,9.75,51.25,9.0,7.25,7.0
2020-08-05,9,Burgos,49,1,19,2.04,38.78,2.0,83.31,77.0
2020-08-06,1,Araba/Álava,58,2,18,3.45,31.03,4.0,59.45,72.0
2020-08-06,10,Cáceres,66,0,19,0.0,28.79,0.0,43.62,50.0
2020-08-06,11,Cádiz,218,2,46,0.92,21.1,1.0,10.1,11.0
2020-08-06,12,Castellón/Castelló,75,0,29,0.0,38.67,0.0,51.56,60.0
2020-08-06,13,Ciudad Real,79,3,25,3.8,31.65,4.0,44.87,50.0
2020-08-06,14,Córdoba,153,2,48,1.31,31.37,2.0,21.36,20.0
2020-08-06,15,"Coruña, A",320,1,83,0.31,25.94,0.0,8.2,8.0
2020-08-06,16,Cuenca,41,0,4,0.0,9.76,0.0,23.8,33.0
2020-08-06,17,Girona,44,11,24,25.0,54.55,23.0,180.8,182.0
2020-08-06,18,Granada,170,1,83,0.59,48.82,1.0,29.06,25.0
2020-08-06,19,Guadalajara,44,0,9,0.0,20.45,2.0,46.48,47.0
2020-08-06,2,Albacete,68,5,40,7.35,58.82,8.0,97.31,94.0
2020-08-06,20,Gipuzkoa,85,0,40,0.0,47.06,1.0,55.36,56.0
2020-08-06,21,Huelva,76,1,20,1.32,26.32,1.0,36.37,35.0
2020-08-06,22,Huesca,25,5,6,20.0,24.0,23.0,176.0,181.0
2020-08-06,23,Jaén,131,1,35,0.76,26.72,1.0,20.98,18.0
2020-08-06,24,León,65,1,34,1.54,52.31,1.0,82.85,75.0
2020-08-06,25,Lleida,53,14,21,26.42,39.62,31.0,124.6,129.0
2020-08-06,26,"Rioja, La",43,0,19,0.0,44.19,0.0,102.77,87.0
2020-08-06,27,Lugo,94,0,23,0.0,24.47,0.0,26.03,27.0
2020-08-06,28,Madrid,1031,55,440,5.33,42.68,4.0,4.66,4.0
2020-08-06,29,Málaga,333,3,94,0.9,28.23,0.0,8.75,8.0
